Title,ingredients
Bourbon-Glazed Chicken Drumettes with Blue Cheese Dipping Sauce,"butter, onion, garlic, peeled, thinly, bourbon, divided, ketchup, hot pepper sauce, tomato paste, golden brown sugar, chicken drumettes, Blue Cheese Dipping Sauce"
Spicy Popcorn With Piment d'Espelette and Marcona Almonds,"piment d'Espelette or Hungarian hot paprika, divided, salt, divided, butter, popcorn kernels, peanut oil, roasted Marcona almonds*"
Milk Chocolate Soufflés with Nougat Whip,"high-quality milk chocolate, heavy whipping cream, egg yolks, salt, egg whites, room temperature, sugar, egg white, room temperature, honey, chilled heavy whipping cream, amaretto or other almond liqueur, almonds, toasted, - soufflé dishes"
Rustic Pear-Cranberry Tart,"butter, Bosc pears, halved, cored, cut into - to -inch cubes, sugar, divided, sweetened cranberries, frozen cranberry juice cocktail concentrate, thawed, red currant jelly, - tube refrigerated pizza dough"
Alaskan Black Cod with Hoisin and Ginger Sauces,"soy sauce, unseasoned rice vinegar, peeled ginger, green onions, honey, garlic, hoisin sauce*, hot chili paste *, vegetable oil, - Alaskan black cod fillets, Steamed rice"
Roasted Leg of Lamb with Yukon Gold Potatoes,"garlic, coarsely, coarse kosher salt plus additional for sprinkling, rosemary plus finely, finely grated lemon peel, olive oil, divided, plus additional for brushing, lemon juice, freshly black pepper, - to - bone-in leg lamb, pockets fat trimmed, - to - Yukon Gold potatoes, peeled, halved lengthwise, roasting pan"
Potato Gnocchi with Pork and Wild Mushroom Ragù,"porcini mushrooms*, boiling water, olive oil, divided, crimini mushrooms, garlic, Coarse kosher salt, dry white wine, divided, boneless country-style pork ribs, cut into -inch cubes, -inch-thick coppa or prosciutto, mild Italian sausages, casings removed, onion, finely, carrot, peeled, finely, celery stalk, finely, tomatoes or tomatoes with added puree, low-salt chicken broth, bay, basil, Potato Gnocchi, grated Parmesan cheese"
"""Top Tier"" Devil's Food Cake with Sour Cream-Fudge Frosting","natural unsweetened cocoa powder, high-quality milk chocolate, boiling water, buttermilk, cake flour, baking soda, salt, dark brown sugar, sugar, canola oil, egg, vanilla extract, high-quality milk chocolate, butter, room temperature, sour cream, light corn syrup, Organic roses, -inch-diameter cake pans with -inch-high sides"
Milk Chocolate Mousse with Port Ganache and Whipped Crème Fraîche,"plus ruby Port, heavy whipping cream, butter, high-quality milk chocolate, sugar, eggs, separated, water, chilled heavy whipping cream, divided, sugar, high-quality milk chocolate, chilled heavy whipping cream, chilled crème fraîche*"
Chicken Schnitzel with Frisée-Apple Salad,"skinless boneless chicken thighs, All purpose flour, eggs, Italian parsley, breadcrumbs made from crustless country wheat bread, butter, divided, canola oil, divided, Frisée-Apple Salad"
Caraway Chicken Breasts with Sweet-and-Sour Red Cabbage,"caraway seeds, allspice, divided, skinless boneless chicken breast halves, olive oil, applewood-smoked bacon, cut crosswise into -inch strips, thinly red cabbage, shallots, low-salt chicken broth, balsamic vinegar, brown sugar, chives"
"Cream Tart with Oranges, Honey, and Toasted-Almond Crust","butter for pan plus chilled butter, all purpose flour, almonds, toasted, cooled, sugar, salt, egg yolk, water, plain unflavored gelatin, egg yolks, sugar, cornstarch, finely grated orange peel, milk, chilled heavy whipping cream, oranges, Honey"
"Pork Stew with Hard Cider, Pearl Onions, and Potatoes","-inch-diameter pearl onions, thick-cut bacon, cut crosswise into -inch-thick strips, boneless pork shoulder or boneless country ribs, external fat trimmed, cut into -inch cubes, Coarse kosher salt, shallots, finely parsnips, sage, divided, plus Calvados, low-salt chicken broth, - bottle hard apple cider*, unpeeled baby red potatoes, scrubbed, halved, Granny Smith apples, peeled, cored, cut into -inch cubes, butter, room temperature, all purpose flour, grain Dijon mustard"
Egg-Topped Soba Noodles with Asparagus and Prosciutto,"extra-virgin olive oil, divided, garlic, coarsely, - thinly prosciutto, cut crosswise into strips, eggs, - thin soba noodles, asparagus, ends trimmed, cut on sharp diagonal into -inch-thick, freshly grated Parmesan cheese plus additional cheese shavings"
Bison and Red Wine Shepherd's Pie,"all purpose flour, Hungarian sweet paprika, coarse kosher salt, freshly black pepper, bison or beef short ribs or boneless chuck, cut into -inch cubes, rindless slab bacon, cut crosswise into -inch-thick, olive oil, onion, peeled carrot, celery, garlic, dry red wine, low-salt chicken broth, canned tomatoes, bay, thyme, sage, pearl onions, -inch cubes peeled parsnips, baby turnips, trimmed, peeled, to russet potatoes, peeled, quartered, milk, butter, heavy whipping cream, coarse kosher salt, freshly black pepper, egg, beaten to blend, egg, water, finely grated Parmesan cheese"
"Linguine with Bay Scallops, Fennel, and Tomatoes","linguine, extra-virgin olive oil, divided, fennel bulb, halved, very thinly, plus fennel fronds, onion, halved, thinly, bay scallops, - container cherry tomatoes, halved if, Pernod or other anise-flavored liqueur, parsley, divided, lemon, cut into wedges"
Piquillo Pepper and Sardine Tartines,"-inch-thick baguette, cut on diagonal into - to -inch lengths, Extra-virgin olive oil, garlic, peeled, halved, - skinless boneless sardines packed in olive oil, drained well, Sriracha sauce or other hot chili sauce, lemon juice plus lemon wedges for garnish, Very thin onion, drained capers, thick strips piquillo peppers or roasted red peppers from jar, drained"
"Balsamic-Glazed Salmon with Spinach, Olives, and Golden Raisins","bags spinach, olive oil, divided, salmon fillets with skin, shallot, halved pitted Kalamata olives, golden raisins, balsamic vinegar, honey"
Grilled Cheese and Short Rib Sandwiches with Pickled Caramelized Onions and Arugula,"beef short ribs, butter, celery stalks, carrots, peeled, coarsely, onion, dry red wine, low-salt beef broth, -dry Sherry, garlic, peeled, bay, thyme, butter, red onions, halved, thinly crosswise, red wine vinegar, sugar, Butter, room temperature, country-style crusty white bread, Petit Basque or Monterey Jack cheese, baby arugula"
"Cheddar, Bacon, and Fresh Chive Biscuits","thick-cut bacon, bread flour, baking powder, baking soda, salt, chilled butter, cut into -inch cubes, plus butter for brushing, coarsely grated sharp cheddar cheese, chives, chilled buttermilk, Honey"
Caramelized Cumin-Roasted Carrots,"Nonstick vegetable oil spray, to carrots, peeled, cut on diagonal into -inch-thick, extra-virgin olive oil, cumin seeds, coarse kosher salt"
Easy Chicken Masala,"plain -milk yogurt, coarsely cilantro, extra-virgin olive oil, garam masala*, coarse kosher salt, garlic, pressed, - to - roasting chicken, cut into, backbone removed, onions, cut into -inch-thick"
"Beef Tenderloin Medallions with Potato ""Risotto""","butter, finely onion, Yukon Gold potatoes, peeled, cut into -inch-thick, then -inch cubes, cayenne pepper, Coarse kosher salt, low-salt chicken broth, heavy whipping cream, finely grated Parmesan cheese, finely chives, - beef tenderloin steaks, thyme, olive oil"
Milk Chocolate-Caramel Tart with Hazelnuts and Espresso,"unbleached all purpose flour, powdered sugar, salt, chilled butter, cut into -inch cubes, ice water, sugar, water, heavy whipping cream, butter, cut into -inch cubes, apple cider vinegar, salt, hazelnuts, toasted, husked, coarsely, heavy whipping cream, instant espresso powder, high-quality milk chocolate, butter, cacao nibs*, x -inch rectangular tart pan with removable bottom"
Paella Valenciana,"lima beans, soaked overnight in water and drained, salt, divided use, rabbit, extra virgin olive oil, chicken, cut into, freshly black pepper, ripe tomatoes, peeled and puréed, onions, garlic, green beans, to quarts water, plus more as needed, rosemary, generous saffron, Bomba rice"
Lamb Khorma,"boneless lamb leg, cut into -inch cubes, Salt as needed, white pepper as needed, plain yogurt, ginger root, garlic, cardamom, cashew nuts, ghee or canola oil, -dice yellow onion, cumin, cardamom, fennel, coriander, Thai bird chiles, or to taste, cilantro stems, heavy cream, Salt to taste, cilantro, pan-roasted cashews"
Gazpacho,"finely plum tomatoes, juices reserved, finely cucumbers, peeled and seeded, finely onion, finely red bell pepper, garlic, tomato paste, extra-virgin olive oil, herbs, canned tomato juice, red wine vinegar, or as needed, Juice lemon, or as needed, salt, or as needed, cayenne pepper, or as needed, tiny croutons, thinly chives or scallion greens"
Risotto,
Feijoada (Meat Stew with Black Beans),"dry black beans, rinsed and sorted, corned beef, smoked pork spareribs or smoked pork chops, slab bacon, boneless beef chuck or eye round, ham hock, pig's foot, split, to low sodium or homemade chicken broth or water, bay, peanut or olive oil, onion, chorizo, inch thick, garlic, thinly scallions, cut on the diagonal, jalapeño, seeded and, Salt as needed, Freshly black pepper as needed"
Borscht,"quarts beef, chicken, or vegetable broth, vegetable oil, onions, garlic, marjoram, celery stalks, trimmed, thinly, parsnips, peeled, thinly, carrot, peeled, thinly, leek, white and light green parts, thinly, head savoy cabbage, shredded, bay, salt, or to taste, freshly black pepper, or to taste, beets, peeled, grated, dill, red wine vinegar, or as needed, sour cream"
Jerk Chicken,"allspice, cinnamon, nutmeg, onion, cut into eighths, scallions, cut into fourths, Scotch bonnet chile, seeded, dark rum, salt, or to taste, freshly black pepper, or to taste, chicken breasts, boneless, skinless"
Cassoulet,"chicken broth, dry navy beans, presoaked, slab bacon, -inch thick, garlic sausage, yellow onions, peeled and left, garlic, bouquets garnis, Salt as needed, boneless pork loin, cut into cubes, boneless lamb shoulder or leg, cut into cubes, Freshly black pepper as needed, olive oil, leeks, carrots, parsnips, garlic, all-purpose flour, dry white wine, beef broth, plum tomatoes, duck confit, bread crumbs, flat- parsley"
Spicy Pork Posole,"olive oil, pork tenderloin, halved lengthwise, salt, divided, black pepper, divided, yellow onion, garlic, chili powder, canned hominy, drained, low-sodium vegetable broth, bay, head green cabbage, cut into ribbons, radishes, avocado, jalapeño chile"
Mediterranean Chef Salad with Polenta Croutons,"fat-free, plain precooked polenta, Olive oil cooking spray, pints grape tomatoes, balsamic vinegar, canned cannellini beans, rinsed and drained, salt, black pepper, red pepper flakes, head romaine, torn, basil, part-skim mozzarella, cut into cubes"
Bulgur Risotto with Corn and Shrimp,"olive oil, garlic, finely, bulgur wheat, salt, or frozen raw shrimp, shelled and deveined, or frozen corn kernels, red bell pepper, cored, seeded and, limes, red pepper flakes, cilantro"
Quinoa Stir-Fry with Vegetables and Chicken,"quinoa, rinsed, salt, divided, vegetable oil, carrot, thinly, red bell pepper, cored, seeded and, grated ginger, garlic, red chile, snow peas, trimmed, black pepper, egg, beaten, grilled chicken breast, scallions, cilantro, soy sauce"
Pear-Cranberry Cobblers,"Vegetable oil cooking spray, steel-cut oats, pears, peeled, cored and cut into chunks, or frozen cranberries, -wheat flour, all-purpose flour, ginger, salt, baking soda, egg, packed brown sugar, lowfat vanilla yogurt"
Butternut Squash and Fried Sage Pasta,"-wheat penne, olive oil, sage, red onion, thinly, garlic, finely, butternut squash, peeled, seeded and cut into -inch cubes, salt, black pepper, grated Parmesan"
Asian Noodle Dinner Salad,"broiled breast chicken shredded or deveined cooked shrimp, romaine lettuce, cherry tomatoes, scallions, cilantro, snow peas, or Asian Dressing, - thin Chinese noodles or Soba noodles or angel hair pasta, dark sesame oil, soy sauce, balsamic or rice wine vinegar, sugar, peanut butter, grated ginger, Zest lemon, garlic powder"
Turkey Meatballs,"turkey, egg, seasoned bread crumbs, onions, garlic powder, black pepper, tomato paste or ketchup"
Dr. Lee's Mocha Meringue,"powdered sugar, cocoa, cinnamon, instant coffee powder, egg whites, vanilla, slivered almonds, salt"
Low-Fat Carrot Ginger Soup,"frozen carrots, hot water, cube vegetable or chicken bouillon, skim milk, ginger, grated, honey"
Dr. Lee's Red Wine Chicken Stew,"olive oil, garlic, mashed, tomatoes, boneless chicken breasts, onion, mushrooms, full-bodied red wine, chicken stock, thyme"
"Dried Fig, Apricot, and Cherry Slump","fruity white wine, water, black Mission figs, stemmed, quartered, apricot halves, cut in half, tart cherries, golden raisins, matchstick-size strips crystallized ginger, sugar, lemon juice, vanilla bean, split lengthwise, all purpose flour, sugar, divided, baking soda, fine sea salt, chilled butter, cut into -inch cubes, chilled buttermilk, cinnamon, Chilled heavy whipping cream"
"Pear, Almond, and Dried-Cherry Brown Betty","tart cherries, poire Williams or regular brandy, x -inch white sandwich bread with crust, torn into, almonds, butter, hot water, honey, golden brown sugar, lemon juice, finely grated lemon peel, cinnamon, freshly grated nutmeg or nutmeg, fine sea salt, firm but ripe pears, peeled, halved, cored, cut into -inch cubes, Vanilla ice cream"
Pickled Red Onions,"red onion, halved through core, thinly crosswise, sugar, white wine vinegar, coarse kosher salt, black peppercorns, cinnamon"
"Salmon Salad with Fennel, Orange, and Mint","sugar, unseasoned rice vinegar, star anise*, cold water, - salmon fillet with skin, navel oranges, very thinly fennel, mint, olive oil"
